"Subject"	"X1.a_Debrief"	"X1.b_Debrief"	"X1.c_Debrief"	"X1.d_Debrief"	"X1.e_Debrief"	"X2.a_Debrief"	"X2.b_Debrief"	"X2.c_Debrief"	"X2.d_Debrief"	"X2.e_Debrief"	"X2.f_Debrief"	"X2.g_Debrief"	"X2.h_Debrief"	"Game.play.affect.distraction.time_Debrief"	"Surprise_Debrief"	"Suspected_Debrief"	"Entrant_Debrief"	"Entrant_Distraction_Assignment"	"Entrant_Note_sheet"	"Entrant_Post-Questionnaire"	"Entrant_Writing_Task_Evaluation"	"Assignment_Distraction_Assignment"	"Date_Note_sheet"	"Time_Note_sheet"	"RA_Note_sheet"	"Station_Note_sheet"	"Condition_Note_sheet"	"Game.1_Note_sheet"	"Game.2_Note_sheet"	"Game.3_Note_sheet"	"Game.4_Note_sheet"	"Game.5_Note_sheet"	"Game.6_Note_sheet"	"Good.Session_Note_sheet"	"irritated_Post-Questionnaire"	"happy_Post-Questionnaire"	"angered_Post-Questionnaire"	"helpful_Post-Questionnaire"	"pleased_Post-Questionnaire"	"annoyed_Post-Questionnaire"	"knew.others_Post-Questionnaire"	"knew.partner_Post-Questionnaire"	"easy.nav_Post-Questionnaire"	"excited_Post-Questionnaire"	"engaged_Post-Questionnaire"	"challenging_Post-Questionnaire"	"stressful_Post-Questionnaire"	"violence_Post-Questionnaire"	"diff.nav_Post-Questionnaire"	"reflexes_Post-Questionnaire"	"satisfying_Post-Questionnaire"	"effective_Post-Questionnaire"	"difficult_Post-Questionnaire"	"good.fight_Post-Questionnaire"	"hard.control_Post-Questionnaire"	"mental.effort_Post-Questionnaire"	"comfort.control_Post-Questionnaire"	"exhausting_Post-Questionnaire"	"aggressed_Post-Questionnaire"	"enjoyed_Post-Questionnaire"	"often.played_Post-Questionnaire"	"FPS.experience_Post-Questionnaire"	"FPS.skill_Post-Questionnaire"	"mkb.experience_Post-Questionnaire"	"vg.freq_Post-Questionnaire"	"vg.cumul_Post-Questionnaire"	"gender_Post-Questionnaire"	"age_Post-Questionnaire"	"race_Post-Questionnaire"	"year_Post-Questionnaire"	"GPA_Post-Questionnaire"	"A_Writing_Task_Evaluation"	"B_Writing_Task_Evaluation"	"C_Writing_Task_Evaluation"	"D_Writing_Task_Evaluation"	"E_Writing_Task_Evaluation"	"F_Writing_Task_Evaluation"	"L2d4d_"	"R2d4d_"	"L_ring_length_"	"L_ring_angle_"	"L_index_length_"	"L_index_angle_"	"R_index_length_"	"R_index_angle_"	"R_ring_length_"	"R_ring_angle_"	"nCoders_"	"Violence"	"Difficulty"
"29"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"No"	"No"	"4"	"AM"	"CH"	"AM"	"AM"	"CH"	"5"	"41549"	"0.677083333333333"	"JC"	"2"	"1"	"0"	"451"	"15"	"1600"	"165"	"0"	"Yes"	"6"	"1"	"4"	"1"	"1"	"6"	"No"	"No"	"7"	"4"	"5"	"2"	"1"	"5"	"1"	"1"	"4"	"6"	"2"	"1"	"3"	"2"	"7"	"2"	"2"	"5"	"3"	"6"	"5"	"5"	"3"	"5"	"M"	"18"	"5"	"1"	"4"	"9"	"6"	"7"	"10"	"8"	"8"	"0.955555555555556"	"0.938620689655172"	"864"	"89.87"	"825.6"	"84.65"	"816.6"	"82.68"	"870"	"86.11"	"1"	"Violent"	"Easy"
"290"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"yes"	"no"	"4"	"TG"	"TG"	"TG"	"TG"	"TG"	"9"	"16190"	"0.625"	"HG"	"2"	"2"	"2"	"426"	"10"	"1500"	"145"	"71"	"Yes"	"7"	"6"	"7"	"5"	"1"	"7"	NA	NA	"7"	"5"	"5"	"5"	"6"	"6"	"1"	"7"	"3"	"6"	"6"	"6"	"1"	"7"	"7"	"5"	"4"	"5"	"2"	"7"	"7"	"7"	"7"	"7"	"M"	"19"	"1"	"1"	"3.9"	"8"	"-10"	"6"	"8"	"-7"	"5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Hard"
"291"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"maybe"	"4"	"TG"	"TG"	"TG"	"TG"	"TG"	"9"	"16190"	"0.583333333333333"	"LK"	"4"	"3"	"0"	"469"	"16"	"2590"	"62"	"0"	"Yes"	"7"	"1"	"5"	"1"	"2"	"7"	NA	NA	"7"	"3"	"4"	"1"	"1"	"1"	"2"	"1"	"6"	"6"	"2"	"1"	"2"	"1"	"5"	"1"	"1"	"3"	"1"	"6"	"5"	"1"	"2"	"4"	"M"	"19"	"5"	"1"	"3.5"	"7"	"5"	"6"	"10"	"6"	"7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Easy"
"292"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"maybe"	"yes"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"2"	"16195"	"0.583333333333333"	"HG"	"2"	"4"	"4"	"229"	"4"	"646"	"87"	"90"	"Yes"	"2"	"4"	"2"	"2"	"4"	"2"	NA	NA	"5"	"5"	"6"	"5"	"2"	"2"	"3"	"6"	"7"	"7"	"3"	"3"	"2"	"3"	"6"	"2"	"4"	"6"	"2"	"3"	"3"	"5"	"2"	"2"	"M"	"18"	"5"	"1"	"3.8"	"4"	"3"	"3"	"8"	"5"	"6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Hard"
"293"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"no"	"yes"	"1"	"TG"	"TG"	"TG"	"TG"	"TG"	"9"	"16195"	"0.583333333333333"	"LK"	"4"	"1"	"0"	"240"	"9"	"841"	"76"	"0"	"Yes"	"4"	"1"	"7"	"1"	"1"	"7"	NA	NA	"7"	"7"	"7"	"3"	"2"	"6"	"3"	"6"	"7"	"7"	"2"	"1"	"4"	"4"	"6"	"4"	"3"	"6"	"6"	"7"	"5"	"5"	"3"	"6"	"M"	"18"	"2"	"1"	"3.7"	"8"	"4"	"6"	"9"	"5"	"7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Easy"
"294"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"no"	"no"	"5"	"TG"	"TG"	"TG"	"TG"	"TG"	"1"	"16195"	"0.628472222222222"	"HG"	"2"	"2"	"0"	"335"	"10"	"1202"	"120"	"56"	"No"	"1"	"4"	"1"	"1"	"1"	"1"	NA	NA	"7"	"7"	"7"	"2"	"4"	"5"	"1"	"6"	"7"	"7"	"1"	"3"	"1"	"3"	"7"	"1"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"M"	"19"	"5"	"2"	"2.5"	"7"	"7"	"2"	"7"	"-2"	"5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Hard"
"295"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"no"	"no"	"4"	"TG"	"TG"	"TG"	"TG"	"TG"	"7"	"16195"	"0.583333333333333"	"LK"	"4"	"3"	"0"	"484"	"13"	"3061"	"28"	"0"	"Yes"	"6"	"1"	"5"	"2"	"1"	"6"	NA	NA	"7"	"4"	"5"	"1"	"1"	"2"	"4"	"2"	"5"	"5"	"3"	"1"	"1"	"1"	"6"	"1"	"1"	"4"	"2"	"6"	"5"	"2"	"4"	"5"	"M"	"19"	"5"	"1"	"2.7"	"-5"	"4"	"1"	"7"	"-4"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Easy"
"296"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"no"	"1"	"TG"	"TG"	"TG"	"TG"	"TG"	"7"	"16196"	"0.625"	"RP"	"4"	"4"	"6"	"288"	"4"	"761"	"126"	"114"	"Yes"	"5"	"3"	"4"	"3"	"2"	"5"	NA	NA	"6"	"5"	"6"	"3"	"1"	"5"	"2"	"4"	"5"	"6"	"3"	"5"	"2"	"3"	"6"	"2"	"5"	"5"	"3"	"6"	"6"	"5"	"3"	"6"	"M"	"19"	"5"	"1"	"2.9"	"7"	"6.5"	"6"	"8"	"7.5"	"7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Hard"
"297"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"no"	"no"	"4"	"TG"	"TG"	"TG"	"TG"	"TG"	"4"	"16196"	"0.625"	"JC"	"2"	"1"	"0"	"454"	"22"	"853"	"233"	"0"	"No"	"1"	"4"	"1"	"4"	"4"	"4"	NA	NA	"7"	"5"	"5"	"2"	"1"	"5"	"1"	"1"	"7"	"7"	"2"	"1"	"1"	"1"	"7"	"1"	"5"	"4"	"5"	"7"	"7"	"5"	"4"	"6"	"M"	"19"	"5"	"1"	"3.85"	"8"	"7"	"7"	"9"	"8"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Easy"
"298"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"maybe"	"yes"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"5"	"16196"	"0.666666666666667"	"RP"	"2"	"2"	"3"	"270"	"7"	"968"	"85"	"80"	"Yes"	"5"	"3"	"4"	"2"	"2"	"4"	NA	NA	"3"	"5"	"4"	"6"	"3"	"6"	"3"	"4"	"4"	"5"	"5"	"6"	"3"	"3"	"6"	"2"	"4"	"5"	"3"	"5"	"4"	"2"	"2"	"3"	"M"	"18"	"1"	"1"	"3.62"	"8"	"-5"	"4"	"5"	"4"	"5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Hard"
"299"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"no"	"1"	"TG"	"TG"	"TG"	"TG"	"TG"	"7"	"16196"	"0.760416666666667"	"DT"	"4"	"3"	"0"	"340"	"12"	"14"	"297"	"0"	"Yes"	"7"	"1"	"2"	"1"	"1"	"3"	NA	NA	"6"	"1"	"3"	"3"	"2"	"1"	"2"	"6"	"3"	"5"	"1"	"1"	"4"	"2"	"4"	"1"	"1"	"1"	"2"	"7"	"7"	"2"	"1"	"7"	"M"	"19"	"5"	"1"	"3"	"2"	"1"	"3"	"7"	"1"	"6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Easy"
"3"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"Yes"	"No"	"3"	"AM"	"CH"	"AM"	"AM"	"CH"	"5"	"41541"	"0.75"	"Jimmy"	"4"	"3"	"0"	"156"	"5"	"46"	"144"	"0"	"Yes"	"7"	"2"	"5"	"1"	"1"	"1"	"No"	"No"	"7"	"3"	"3"	"2"	"1"	"1"	"1"	"2"	"2"	"3"	"2"	"1"	"3"	"1"	"5"	"1"	"1"	"1"	"1"	"4"	"7"	"3"	"1"	"3"	"M"	"18"	"5"	"1"	"3.3"	"10"	"10"	"10"	"10"	"10"	"10"	"0.967241012550521"	"0.967859438611528"	"940.2"	"87.07"	"909.4"	"79.8"	"903.4"	"81.28"	"933.4"	"86.87"	"1"	"Nonviolent"	"Easy"
"30"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"No"	"Yes"	"2"	"AM"	"CH"	"AM"	"AM"	"CH"	"9"	"?"	"?"	"JC"	"1"	"2"	"3"	"318"	"5"	"1221"	"72"	"113"	"Yes"	"7"	"1"	"6"	"1"	"1"	"7"	"No"	"No"	"6"	"5"	"6"	"6"	"5"	"7"	"5"	"6"	"5"	"6"	"5"	"5"	"6"	"5"	"6"	"4"	"6"	"5"	"5"	"6"	"5"	"3"	"5"	"7"	"M"	"24"	"5"	"4"	"3.2"	"7"	"5"	"6"	"8"	"7"	"7"	"0.982321041214751"	"0.968574514038877"	"922"	"89.44"	"905.7"	"82.07"	"896.9"	"86.23"	"926"	"89.51"	"1"	"Violent"	"Hard"
"300"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"`"	"0"	"0"	"no"	"maybe"	"4"	"TG"	"TG"	"TG"	"TG"	"TG"	"5"	"16196"	"0.760416666666667"	"MB"	"2"	"4"	"0"	"446"	"14"	"1679"	"123"	"37"	"Yes"	"2"	"2"	"1"	"1"	"1"	"2"	NA	NA	"7"	"6"	"7"	"2"	"1"	"2"	"1"	"2"	"6"	"6"	"1"	"2"	"1"	"1"	"7"	"1"	"3"	"7"	"2"	"6"	"6"	"6"	"5"	"6"	"M"	"19"	"2"	"1"	"3.6"	"-2"	"-6"	"4"	"6"	"-6"	"0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Hard"
"301"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"yes"	"no"	"4"	"TG"	"TG"	"TG"	"TG"	"TG"	"7"	"16197"	"0.458333333333333"	"JC"	"4"	"1"	"0"	"378"	"13"	"927"	"184"	"0"	"No"	"3"	"4"	"3"	"4"	"3"	"5"	NA	NA	"7"	"7"	"7"	"2"	"1"	"7"	"1"	"6"	"7"	"7"	"2"	"1"	"2"	"3"	"7"	"3"	"6"	"7"	"7"	"7"	"7"	"7"	"5"	"6"	"M"	"18"	"5"	"1"	"3.2"	"8"	"7"	"7"	"7"	"7"	"7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Easy"
"302"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"no"	"no"	"3"	"TG"	"TG"	"TG"	"TG"	"TG"	"5"	"16197"	"0.461111111111111"	"RP"	"2"	"2"	"1"	"195"	"5"	"773"	"70"	"62"	"Maybe"	"5"	"7"	"7"	"3"	"4"	"7"	NA	NA	"1"	"2"	"4"	"2"	"6"	"2"	"7"	"6"	"7"	"5"	"6"	"2"	"1"	"4"	"1"	"2"	"5"	"7"	"2"	"2"	"1"	"1"	"1"	"3"	"M"	"20"	"5"	"2"	"3"	"9"	"6"	"6"	"8"	"2"	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Hard"
"303"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"no"	"no"	"4"	"TG"	"TG"	"TG"	"TG"	"TG"	"3"	"16197"	"0.5"	"KH"	"2"	"3"	"0"	"524"	"17"	"1561"	"201"	"0"	NA	"1"	"4"	"1"	"4"	"4"	"2"	NA	NA	"7"	"5"	"6"	"1"	"1"	"2"	"2"	"1"	"6"	"6"	"2"	"2"	"1"	"2"	"7"	"1"	"2"	"5"	"3"	"7"	"6"	"7"	"6"	"7"	"M"	"19"	"5"	"1"	"2.5"	"7"	"7"	"6"	"8"	"8"	"7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Easy"
"304"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"no"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"5"	"16197"	"0.5"	"EM"	"4"	"4"	"4"	"332"	"9"	"1285"	"77"	"80"	"Yes"	"1"	"4"	"1"	"1"	"4"	"1"	NA	NA	"5"	"4"	"5"	"2"	"1"	"3"	"2"	"4"	"5"	"2"	"3"	"2"	"2"	"4"	"6"	"2"	"2"	"5"	"5"	"6"	"6"	"3"	"3"	"4"	"M"	"19"	"5"	"1"	"3.7"	"10"	"8"	"9"	"10"	"6"	"7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Hard"
"305"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"maybe"	"no"	"3"	"TG"	"TG"	"TG"	"TG"	"TG"	"6"	"16197"	"0.583333333333333"	"HG"	"2"	"1"	"0"	"452"	"16"	"1075"	"231"	"0"	"Yes"	"5"	"2"	"5"	"1"	"1"	"6"	NA	NA	"7"	"5"	"5"	"1"	"2"	"5"	"1"	"2"	"4"	"6"	"1"	"1"	"1"	"2"	"7"	"1"	"4"	"3"	"6"	"7"	"7"	"5"	"6"	"6"	"M"	"19"	"5"	"1"	"3.6"	"3"	"0"	"6"	"9"	"9"	"5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Easy"
"306"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"no"	"no"	"5"	"TG"	"TG"	"TG"	"TG"	"TG"	"6"	"16197"	"0.583333333333333"	"LK"	"4"	"2"	"3"	"290"	"4"	"999"	"97"	"95"	"Maybe"	"7"	"1"	"5"	"2"	"2"	"7"	NA	NA	"7"	"6"	"6"	"5"	"2"	"5"	"3"	"3"	"5"	"5"	"4"	"4"	"2"	"4"	"6"	"2"	"4"	"5"	"6"	"6"	"4"	"6"	"5"	"5"	"M"	"19"	"5"	"1"	"3.6"	"3"	"-7"	"-2"	"4"	"-2"	"-4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Hard"
"307"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"maybe"	"no"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"4"	"16197"	"0.625"	"HG"	"2"	"3"	"0"	"337"	"11"	"1570"	"24"	"0"	"Yes"	"6"	"1"	"7"	"1"	"1"	"7"	NA	NA	"7"	"6"	"6"	"3"	"3"	"6"	"1"	"4"	"7"	"7"	"5"	"5"	"4"	"2"	"5"	"4"	"6"	"3"	"3"	"7"	"5"	"3"	"6"	"6"	"M"	"19"	"1"	"1"	"3.175"	"7"	"5"	"8"	"9"	"9"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Easy"
"308"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"no"	"no"	"3"	"TG"	"TG"	"TG"	"TG"	"TG"	"9"	"16197"	"0.583333333333333"	"LK"	"4"	"4"	"0"	"401"	"13"	"1551"	"97"	"57"	"Maybe"	"5"	"5"	"5"	"6"	"5"	"5"	NA	NA	"missing"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"M"	"19"	"5"	"1"	"2.7"	"2"	"6"	"2"	"6"	"6"	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Hard"
"31"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Yes"	"2"	"AM"	"CH"	"AM"	"AM"	"CH"	"7"	"41549"	"0.677083333333333"	"Danielle"	"4"	"3"	"0"	"510"	"17"	"256"	"454"	"0"	"Yes"	"7"	"1"	"5"	"1"	"1"	"7"	"No"	"No"	"7"	"4"	"5"	"2"	"1"	"2"	"1"	"1"	"4"	"5"	"1"	"1"	"1"	"2"	"7"	"1"	"4"	"3"	"5"	"7"	"6"	"5"	"5"	"6"	"M"	"19"	"5"	"1"	"3.7"	"8"	"5"	"7"	"8"	"6"	"7"	"0.924574492888785"	"0.980049261083744"	"857.8"	"86.32"	"793.1"	"73.9"	"795.8"	"75.37"	"812"	"89.65"	"1"	"Nonviolent"	"Easy"
"32"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"Maybe"	"Yes"	"2"	"AM"	"CH"	"AM"	"AM"	"CH"	"9"	"41549"	"0.71875"	"Danielle"	"4"	"4"	"5"	"281"	"7"	"989"	"137"	"90"	"Yes"	"7"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"7"	"4"	"5"	"2"	"1"	"2"	"2"	"4"	"5"	"5"	"3"	"3"	"3"	"3"	"5"	"2"	"2"	"5"	"2"	"5"	"3"	"5"	"2"	"2"	"M"	"18"	"5"	"1"	"3.6"	"7"	"3"	"7"	"8"	"8"	"7"	"0.95712605581097"	"0.947619564038607"	"935.3"	"88.47"	"895.2"	"76.37"	"873.8"	"80.98"	"922.1"	"87.14"	"1"	"Nonviolent"	"Hard"
"33"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"No"	"No"	"3"	"AM"	NA	"AM"	"AM"	"CH"	NA	"41550"	"0.645833333333333"	"Melissa"	"4"	"1"	"0"	"464"	"15"	"2065"	"72"	"0"	"N/A"	"4"	"4"	"4"	"2"	"2"	"4"	"No"	"No"	"7"	"5"	"5"	"1"	"1"	"6"	"1"	"1"	"5"	"6"	"1"	"1"	"1"	"3"	"7"	"2"	"2"	"5"	"7"	"7"	"6"	"6"	"7"	"7"	"M"	"19"	"5"	"1"	"3.8"	"7"	"7"	"5"	"8"	"6"	"7"	"0.916860465116279"	"1.01757066462949"	"860"	"83.26"	"788.5"	"87.89"	"799.2"	"86.84"	"785.4"	"85.55"	"1"	"Violent"	"Easy"
"34"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"No"	"Maybe"	"1"	"AM"	"CH"	"AM"	"AM"	"CH"	"3"	"41550"	"0.645833333333333"	"SC"	"2"	"2"	"0"	"336"	"10"	"1182"	"75"	"61"	"Yes"	"5"	"4"	"5"	"1"	"1"	"2"	"No"	"No"	"7"	"7"	"7"	"3"	"5"	"6"	"1"	"5"	"5"	"7"	"4"	"5"	"3"	"6"	"7"	"4"	"5"	"7"	"6"	"7"	"7"	"4"	"5"	"7"	"M"	"18"	"5"	"1"	"3"	"5"	"0"	"-2"	"10"	"7"	"6"	"0.926658767772512"	"0.949792776791001"	"844"	"84.42"	"782.1"	"88.9"	"802.1"	"84.28"	"844.5"	"88.1"	"1"	"Violent"	"Hard"
"35"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"No"	"No"	"3"	"AM"	"CH"	NA	"AM"	"CH"	"6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3"	"4"	"3"	"4"	"4"	"3"	"No"	"No"	"7"	"3"	"3"	"2"	"2"	"3"	"2"	"2"	"3"	"5"	"3"	"2"	"2"	"3"	"6"	"2"	"2"	"4"	"2"	"6"	"6"	"6"	"6"	"6"	"M"	"19"	"5"	"1"	"3.8"	"7"	"2"	"3"	"8"	"3"	"4"	"1.00535733419051"	"1.04258963233615"	"933.3"	"88.59"	"938.3"	"77.64"	"913.1"	"82.83"	"875.8"	"87.58"	"1"	NA	NA
"36"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"No"	" Yes"	"2"	"AM"	"CH"	"AM"	"AM"	"CH"	"6"	"41550"	"0.6875"	"SC"	"2"	"4"	"2"	"270"	"4"	"912"	"125"	"85"	"Yes"	"5"	"3"	"4"	"1"	"3"	"5"	"No"	"No"	"7"	"5"	"5"	"6"	"2"	"1"	"1"	"3"	"4"	"5"	"2"	"2"	"7"	"5"	"5"	"1"	"1"	"5"	"2"	"7"	"6"	"3"	"3"	"5"	"M"	"18"	"3"	"1"	"2.8"	"5"	"7"	"7"	"8"	"7"	"7"	"0.941385231825987"	"0.931740614334471"	"873.5"	"85.67"	"822.3"	"86.72"	"819"	"83.06"	"879"	"89.67"	"1"	"Nonviolent"	"Hard"
"37"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"No"	"No"	"4"	"AM"	"CH"	"AM"	"AM"	"CH"	"5"	"41550"	"0.729166666666667"	"Melissa"	"4"	"1"	"0"	"314"	"10"	"811"	"162"	"0"	NA	"4"	"4"	"3"	"3"	"3"	"3"	"No"	"No"	"7"	"5"	"5"	"1"	"1"	"7"	"1"	"2"	"4"	"5"	"2"	"1"	"2"	"1"	"7"	"1"	"5"	"5"	"3"	"7"	"6"	"4"	"1"	"3"	"M"	"19"	"5"	"2"	"3.5"	"6"	"6"	"7"	"7"	"7"	"7"	"0.993446628901477"	"0.97521230204269"	"900.3"	"88.54"	"894.4"	"88.21"	"849.8"	"86.22"	"871.4"	"88.36"	"1"	"Violent"	"Easy"
"38"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"Maybe"	"Yes"	"4"	"AM"	"CH"	"AM"	"AM"	"CH"	"6"	"41550"	"0.729166666666667"	"SC"	"2"	"2"	"3"	"300"	"6"	"1261"	"102"	"81"	"Yes"	"6"	"3"	"6"	"1"	"4"	"4"	"No"	"No"	"7"	"6"	"6"	"7"	"5"	"7"	"2"	"5"	"6"	"6"	"5"	"7"	"6"	"5"	"7"	"2"	"3"	"6"	"5"	"6"	"6"	"2"	"6"	"6"	"M"	"18"	"5"	"1"	"3"	"6"	"6"	"4"	"7"	"6"	"5"	"0.960655737704918"	"0.958290946083418"	"976"	"89.65"	"937.6"	"81.78"	"942"	"89.76"	"983"	"83.69"	"1"	"Violent"	"Hard"
"39"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"No"	"No"	"1"	"AM"	"CH"	"AM"	"AM"	"CH"	"5"	"41550"	"0.770833333333333"	"Melissa"	"4"	"3"	"0"	"458"	"15"	"787"	"313"	"0"	"Yes "	"5"	"2"	"6"	"4"	"3"	"6"	"No"	"No"	"6"	"5"	"6"	"6"	"4"	"5"	"4"	"5"	"4"	"4"	"6"	"2"	"5"	"5"	"6"	"5"	"6"	"6"	"5"	"7"	"5"	"7"	"5"	"6"	"M"	"18"	"1"	"1"	"3"	"8"	"-5"	"4"	"9"	"7"	"5"	"0.936694924584388"	"0.937555163283319"	"908.3"	"88.49"	"850.8"	"87.51"	"849.8"	"82.22"	"906.4"	"88.36"	"1"	"Nonviolent"	"Easy"
"4"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"No "	"No"	"3"	"AM"	"CH"	NA	"AM"	NA	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1"	"4"	"1"	"4"	"7"	"4"	"No"	"No"	"7"	"4"	"4"	"3"	"1"	"4"	"1"	"1"	"6"	"7"	"3"	"3"	"2"	"2"	"7"	"1"	"4"	"6"	"1"	"7"	"1"	"5"	"4"	"6"	"M"	"18"	"5- Celtic "	"1"	"3.69"	NA	NA	NA	NA	NA	NA	"1.01465872652313"	"1.01575074729823"	"873.2"	"88.2"	"886"	"77.22"	"883.5"	"79.24"	"869.8"	"86.31"	"1"	NA	NA
